,material_id,cif,energy_per_atom
347,C-92116-7433-3,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.45575000
_cell_length_b   5.84278000
_cell_length_c   3.40195000
_cell_angle_alpha   106.01796000
_cell_angle_beta   110.98756000
_cell_angle_gamma   102.24142000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   41.09274031
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.59863305  0.00246969  -0.12469109  1
  C  C1  1  0.84639718  0.27863745  0.09551552  1
  C  C2  1  0.46654711  0.40473109  0.21218342  1
  C  C3  1  0.24033054  0.80993684  0.35439941  1
  C  C4  1  0.71448222  0.68112853  0.43278445  1
  C  C5  1  0.07120681  0.87282360  0.95278428  1
",-154.13099316666668
9015,C-134216-4713-16,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43186000
_cell_length_b   3.17650000
_cell_length_c   9.12312000
_cell_angle_alpha   104.62167000
_cell_angle_beta   106.79547000
_cell_angle_gamma   110.58489000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   58.02348401
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.05753082  0.67094397  0.55982575  1
  C  C1  1  0.05675896  0.16983463  0.30996983  1
  C  C2  1  0.05763154  0.67296999  1.05943444  1
  C  C3  1  0.39064205  0.00502201  0.72599305  1
  C  C4  1  0.05833869  0.17399793  0.80933124  1
  C  C5  1  0.38960093  1.00221310  0.22661608  1
  C  C6  1  0.38978626  0.50196704  0.47656531  1
  C  C7  1  0.39042806  0.50547213  0.97598231  1
",-154.4632675
5404,C-192644-972-5,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48019000
_cell_length_b   6.25978000
_cell_length_c   7.31658000
_cell_angle_alpha   72.82109000
_cell_angle_beta   99.75627000
_cell_angle_gamma   78.56669000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C18
_cell_volume   103.17060728
_cell_formula_units_Z   18
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.17504010  0.89559988  0.00531141  1
  C  C1  1  0.64219625  0.23139033  0.28006359  1
  C  C2  1  0.19941544  0.35231455  0.51056021  1
  C  C3  1  0.71785560  0.64900399  0.85158040  1
  C  C4  1  0.22639329  0.45390850  0.67324564  1
  C  C5  1  0.64684958  0.60088837  0.66169841  1
  C  C6  1  0.98463702  0.55017102  0.28415240  1
  C  C7  1  0.41949651  0.30240750  0.90570809  1
  C  C8  1  0.14040827  0.79484725  0.84177081  1
  C  C9  1  0.60855597  1.03793962  0.01412025  1
  C  C10  1  0.76529901  0.21147862  0.50057888  1
  C  C11  1  0.90474928  0.40216672  -0.02235501  1
  C  C12  1  0.46318039  0.84804356  0.53676519  1
  C  C13  1  0.33621384  0.88604470  0.32142100  1
  C  C14  1  0.72638491  0.01820593  0.23444408  1
  C  C15  1  -0.04985234  0.94763800  0.60843099  1
  C  C16  1  0.38433290  0.69870236  0.23199463  1
  C  C17  1  1.03312387  0.36362800  0.19316312  1
",-154.341395
2721,C-41266-1576-5,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.43224000
_cell_length_b   4.30970000
_cell_length_c   4.99384000
_cell_angle_alpha   102.52091000
_cell_angle_beta   100.89958000
_cell_angle_gamma   120.80772000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   57.83240454
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.61482112  0.57079191  0.81234126  1
  C  C1  1  0.84864246  0.02938980  0.36760901  1
  C  C2  1  0.52075530  0.37033605  0.22768056  1
  C  C3  1  0.34660952  0.41831794  0.48065256  1
  C  C4  1  0.71331138  0.98099646  0.84796600  1
  C  C5  1  0.21083557  0.36999104  0.96054822  1
  C  C6  1  1.07255273  0.65947657  0.02080571  1
  C  C7  1  -0.01273348  0.74003080  0.30789748  1
  C  C8  1  0.44510648  0.82860576  0.51632922  1
  C  C9  1  0.53901953  1.02924457  0.10095117  1
",-154.077855
7889,C-113094-8253-30,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.13021000
_cell_length_b   4.79105000
_cell_length_c   6.39974000
_cell_angle_alpha   80.65683000
_cell_angle_beta   96.59574000
_cell_angle_gamma   109.68485000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   88.98183744
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.05605062  1.00862140  0.11400872  1
  C  C1  1  0.14664931  0.39942490  0.31786099  1
  C  C2  1  0.95833630  0.49769156  0.12926297  1
  C  C3  1  0.14595780  0.09350249  0.31754016  1
  C  C4  1  0.63510854  0.66074643  0.81942743  1
  C  C5  1  0.63219295  0.35385657  0.82125630  1
  C  C6  1  0.31999283  0.49236659  0.51008247  1
  C  C7  1  0.44459449  0.25526839  0.63158273  1
  C  C8  1  0.34610265  0.00781548  0.52043426  1
  C  C9  1  0.83163188  0.26087216  0.00811061  1
  C  C10  1  0.84340776  0.74897035  0.02064904  1
  C  C11  1  0.43139160  0.74444907  0.61620313  1
",-154.09082750000002
4577,C-28213-8691-19,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.43134000
_cell_length_b   3.26827000
_cell_length_c   9.47453000
_cell_angle_alpha   79.52508000
_cell_angle_beta   98.50213000
_cell_angle_gamma   86.70676000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   72.94318714
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.62007329  0.46607604  0.06098727  1
  C  C1  1  1.15320434  0.52889265  0.12852475  1
  C  C2  1  1.02508029  0.25497573  0.86310746  1
  C  C3  1  0.75642620  0.71842947  0.33015982  1
  C  C4  1  0.22134781  0.65730268  0.26241978  1
  C  C5  1  -0.17329553  0.84336291  0.46500325  1
  C  C6  1  0.43004694  0.03687406  0.66617005  1
  C  C7  1  0.36167048  0.90540020  0.53257246  1
  C  C8  1  0.96252857  1.10475385  0.73288112  1
  C  C9  1  0.55571691  0.32865550  0.92850376  1
",-154.463437
9447,C-72712-3931-32,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47712000
_cell_length_b   4.14616000
_cell_length_c   6.07140000
_cell_angle_alpha   85.58863000
_cell_angle_beta   78.22630000
_cell_angle_gamma   90.01289000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   60.85568178
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.91259140  0.12680071  0.87398315  1
  C  C1  1  0.15685148  0.35862296  0.38351247  1
  C  C2  1  0.33330760  0.60884962  0.03312741  1
  C  C3  1  0.04381581  0.16949031  0.61122320  1
  C  C4  1  0.54856229  -0.04089660  0.60115162  1
  C  C5  1  0.20699269  0.69896716  0.28691140  1
  C  C6  1  0.71195786  0.22637380  0.27328791  1
  C  C7  1  0.41257628  0.90872850  0.87363733  1
  C  C8  1  0.83378985  0.38891726  0.03185335  1
  C  C9  1  0.67461305  0.86973239  0.35193895  1
",-154.125118
2921,C-177266-9827-51,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48760000
_cell_length_b   4.96281000
_cell_length_c   7.83478000
_cell_angle_alpha   93.87723000
_cell_angle_beta   88.24330000
_cell_angle_gamma   88.45349000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C16
_cell_volume   96.41646732
_cell_formula_units_Z   16
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.70747804  0.05877847  0.25525487  1
  C  C1  1  0.26139898  0.76413963  0.46530434  1
  C  C2  1  0.22415274  0.01952528  0.36636875  1
  C  C3  1  0.37774795  0.51294675  0.39310916  1
  C  C4  1  0.21428223  0.98722063  0.79149157  1
  C  C5  1  0.70177502  0.57267892  0.69909354  1
  C  C6  1  0.73163880  0.29809709  0.59846824  1
  C  C7  1  0.24278233  0.27134044  0.49121872  1
  C  C8  1  0.15462437  0.45713052  0.96704954  1
  C  C9  1  0.12403894  0.43784673  0.13496922  1
  C  C10  1  0.67155673  0.43298299  0.86799112  1
  C  C11  1  0.71288500  0.95537160  0.07199146  1
  C  C12  1  0.20329415  0.73585507  0.66359867  1
  C  C13  1  0.22348407  0.94646392  0.98481008  1
  C  C14  1  0.71124935  0.15047699  0.76195369  1
  C  C15  1  0.61141679  0.39045266  0.22697413  1
",-154.065601875
4453,C-72701-1899-48,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.65308000
_cell_length_b   4.71468000
_cell_length_c   5.58520000
_cell_angle_alpha   89.26627000
_cell_angle_beta   49.13335000
_cell_angle_gamma   88.86540000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   72.73131199
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.85221945  0.78139066  0.66117642  1
  C  C1  1  0.16865931  0.78143677  0.34609815  1
  C  C2  1  0.21948555  0.17358294  0.83991483  1
  C  C3  1  0.44291451  0.89745985  0.68699326  1
  C  C4  1  0.61288640  0.40792886  0.33975221  1
  C  C5  1  0.02480439  0.68308531  0.82396535  1
  C  C6  1  0.89581495  0.17368692  0.16538879  1
  C  C7  1  0.81323589  0.89746551  0.31864811  1
  C  C8  1  0.66779872  0.68318618  0.18233205  1
  C  C9  1  0.28603723  0.40811179  0.66625122  1
",-154.08078
1044,C-106835-1204-13,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44905000
_cell_length_b   5.35978000
_cell_length_c   8.30157000
_cell_angle_alpha   127.03646000
_cell_angle_beta   107.16736000
_cell_angle_gamma   89.96024000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C12
_cell_volume   80.83827186
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  -0.10332493  0.64707783  0.83127511  1
  C  C1  1  0.42844668  0.66370728  0.36140390  1
  C  C2  1  0.83815729  0.11471806  0.77030632  1
  C  C3  1  0.74041312  0.27436094  0.67409853  1
  C  C4  1  1.12097766  0.75489321  1.05401957  1
  C  C5  1  -0.29122175  0.76626903  0.14187238  1
  C  C6  1  -0.08852134  0.80335461  0.34466066  1
  C  C7  1  0.36767051  0.02231402  0.79971550  1
  C  C8  1  0.47950254  0.47062217  0.41608207  1
  C  C9  1  0.33393788  0.72813505  0.76827592  1
  C  C10  1  1.05926270  0.42703360  0.49578828  1
  C  C11  1  0.10119303  0.17963401  0.53413787  1
",-154.23269833333333
5222,C-193956-5355-26,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.44254000
_cell_length_b   5.94360000
_cell_length_c   6.45148000
_cell_angle_alpha   74.13015000
_cell_angle_beta   90.00000000
_cell_angle_gamma   101.91191000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C14
_cell_volume   87.99081236
_cell_formula_units_Z   14
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.60597737  0.32624388  0.32272541  1
  C  C1  1  1.02835196  0.17384757  1.05711744  1
  C  C2  1  0.26313662  0.64055523  1.03927081  1
  C  C3  1  0.60338193  0.32239491  0.71356083  1
  C  C4  1  0.36335182  0.83791475  0.56377884  1
  C  C5  1  -0.15326382  0.80447639  0.69718155  1
  C  C6  1  0.32663149  0.77173898  0.20540020  1
  C  C7  1  0.47024089  0.06135728  0.38337454  1
  C  C8  1  0.79380218  0.70222892  0.90712161  1
  C  C9  1  0.45517769  1.02913869  0.16236685  1
  C  C10  1  0.26392074  0.63855938  0.43709741  1
  C  C11  1  1.13165886  0.37980991  0.17219889  1
  C  C12  1  0.68125051  0.47417836  0.48592096  1
  C  C13  1  0.07242877  0.26364795  0.82000726  1
",-154.14658285714287
3229,C-113078-2193-25,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48412000
_cell_length_b   3.82470000
_cell_length_c   5.78396000
_cell_angle_alpha   73.79011000
_cell_angle_beta   64.54975000
_cell_angle_gamma   71.03235000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   46.29620677
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.53021949  0.02732812  1.01490763  1
  C  C1  1  0.14716825  0.12226958  0.84992065  1
  C  C2  1  1.05538869  0.52957427  0.23801877  1
  C  C3  1  0.48378768  0.77294185  0.68698483  1
  C  C4  1  0.98902507  0.55033998  0.79306510  1
  C  C5  1  0.71765940  0.87924488  0.40051412  1
  C  C6  1  0.21318389  0.10170372  0.29420277  1
  C  C7  1  0.67399732  0.62409480  1.07280512  1
",-154.22213375
7254,C-148246-9859-27,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.46706000
_cell_length_b   3.21751000
_cell_length_c   8.15180000
_cell_angle_alpha   75.20788000
_cell_angle_beta   62.96281000
_cell_angle_gamma   67.38593000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   52.94852942
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.41557460  0.84329231  0.06429622  1
  C  C1  1  1.12491860  -0.12697138  0.24814724  1
  C  C2  1  1.03296108  0.78438609  0.67377743  1
  C  C3  1  0.07068522  0.18680426  0.51395326  1
  C  C4  1  0.37283448  0.77898542  0.78223146  1
  C  C5  1  0.42930290  0.46269078  0.51622217  1
  C  C6  1  0.07540702  0.82177716  0.96501800  1
  C  C7  1  0.46673251  0.86374606  0.35679742  1
",-154.25583125
9129,C-28252-6084-54,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.81075000
_cell_length_b   4.08623000
_cell_length_c   4.82098000
_cell_angle_alpha   112.72080000
_cell_angle_beta   94.23727000
_cell_angle_gamma   60.36577000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   43.91737010
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.19337543  0.39344767  0.55789528  1
  C  C1  1  0.57473604  0.01265533  0.55818788  1
  C  C2  1  -0.07491038  0.66803819  0.86665095  1
  C  C3  1  0.54433434  0.04904530  0.86648978  1
  C  C4  1  0.13795039  0.45428718  1.05801453  1
  C  C5  1  0.98120037  0.60751372  0.36665868  1
",-154.12290933333333
5738,C-53850-732-48,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.37714000
_cell_length_b   4.01785000
_cell_length_c   3.63377000
_cell_angle_alpha   68.82431000
_cell_angle_beta   83.58337000
_cell_angle_gamma   98.96964000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C6
_cell_volume   44.65199629
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.58993618  0.49529090  0.82926851  1
  C  C1  1  0.28406301  0.18813840  0.48316525  1
  C  C2  1  0.28393143  0.18846991  0.86460736  1
  C  C3  1  0.09168020  -0.00493468  0.27085908  1
  C  C4  1  0.78230601  0.68874989  0.42308230  1
  C  C5  1  0.59005886  0.49600528  0.21026530  1
",-154.14640083333333
2370,C-9616-927-28,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47426000
_cell_length_b   4.11838000
_cell_length_c   4.28303000
_cell_angle_alpha   89.98608000
_cell_angle_beta   90.01106000
_cell_angle_gamma   89.99683000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   43.64382897
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.20346993  0.76841705  0.93490083  1
  C  C1  1  0.70343981  0.26842261  0.10159143  1
  C  C2  1  0.70368449  0.76834672  0.43490406  1
  C  C3  1  0.20394372  0.26834692  0.60159262  1
  C  C4  1  0.70388399  0.39342846  0.43488398  1
  C  C5  1  0.70352561  0.89351053  0.10156949  1
  C  C6  1  0.20375773  0.89343767  0.60156926  1
  C  C7  1  0.20340543  0.39349953  -0.06512238  1
",-154.528605
4696,C-141016-4064-24,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42707000
_cell_length_b   5.69434000
_cell_length_c   6.15410000
_cell_angle_alpha   62.66336000
_cell_angle_beta   101.27391000
_cell_angle_gamma   89.80270000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   73.67136212
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.11724470  0.29676378  0.95265235  1
  C  C1  1  1.23597258  0.04769139  0.19386229  1
  C  C2  1  0.86247084  0.63590206  0.43669375  1
  C  C3  1  0.73763801  0.88456066  0.19488006  1
  C  C4  1  -0.38251001  0.87354152  -0.04574474  1
  C  C5  1  0.92470003  0.01721214  0.56283205  1
  C  C6  1  1.05384767  0.91216810  0.82759128  1
  C  C7  1  0.36155632  0.05606500  0.43627531  1
  C  C8  1  0.42525905  0.54645050  0.56235019  1
  C  C9  1  0.55395722  0.38523784  0.82647056  1
",-154.195414
1280,C-145313-1627-23,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.50110000
_cell_length_b   5.06006000
_cell_length_c   7.94229000
_cell_angle_alpha   97.40695000
_cell_angle_beta   89.96579000
_cell_angle_gamma   90.03568000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C16
_cell_volume   99.67658704
_cell_formula_units_Z   16
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.99836148  0.06945105  0.54563867  1
  C  C1  1  0.49805031  0.78280375  0.74572630  1
  C  C2  1  0.49802452  0.33995236  0.86574798  1
  C  C3  1  -0.00004609  0.49366842  0.43616765  1
  C  C4  1  0.99935309  0.38647268  0.59321331  1
  C  C5  1  -0.00351703  0.59513588  0.12941506  1
  C  C6  1  0.49829486  1.01151299  0.44744068  1
  C  C7  1  -0.00232217  -0.06733074  0.18373708  1
  C  C8  1  0.49737453  0.81570171  0.93728016  1
  C  C9  1  -0.00467127  0.49130446  0.28427252  1
  C  C10  1  -0.00243550  0.97132433  -0.00303280  1
  C  C11  1  0.49776238  -0.01236370  0.27853421  1
  C  C12  1  -0.00209777  0.17066593  0.86844259  1
  C  C13  1  0.99807689  -0.05607364  0.71042006  1
  C  C14  1  0.49696279  0.56268452  1.01759111  1
  C  C15  1  0.49895158  0.47516331  0.69669462  1
",-154.102486875
4469,C-102905-3681-46,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.42397000
_cell_length_b   4.16738000
_cell_length_c   5.84731000
_cell_angle_alpha   72.69208000
_cell_angle_beta   101.08093000
_cell_angle_gamma   89.44549000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   55.20020334
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.48733018  0.58617086  0.53252375  1
  C  C1  1  0.64239289  0.98293837  0.83454103  1
  C  C2  1  -0.04569965  0.12551284  0.45223244  1
  C  C3  1  0.27955535  0.50955530  0.10156562  1
  C  C4  1  0.97074525  0.75561193  0.49819758  1
  C  C5  1  0.82578615  0.35825349  0.19532407  1
  C  C6  1  0.51332799  0.21683430  0.57801416  1
  C  C7  1  0.18972204  0.83040672  0.92682666  1
",-154.17555625
2034,C-189734-3200-13,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.47002000
_cell_length_b   4.09093000
_cell_length_c   6.12893000
_cell_angle_alpha   92.55398000
_cell_angle_beta   78.34725000
_cell_angle_gamma   90.00749000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C10
_cell_volume   60.59171763
_cell_formula_units_Z   10
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.07808379  0.40902517  0.34505579  1
  C  C1  1  0.28842611  0.26236896  0.91821184  1
  C  C2  1  0.41983913  0.25361874  0.66173628  1
  C  C3  1  0.75577923  0.77217647  -0.01577940  1
  C  C4  1  0.61200617  0.22320083  0.27736675  1
  C  C5  1  0.01769400  0.74536597  0.47131522  1
  C  C6  1  0.73471552  0.12425568  0.02401378  1
  C  C7  1  0.95630456  0.42530603  0.58979045  1
  C  C8  1  0.51716462  -0.04826452  0.47215378  1
  C  C9  1  0.26359686  0.61758768  -0.03077369  1
",-154.155477
2540,C-57144-6540-22,"# generated using pymatgen
data_C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.48753000
_cell_length_b   4.30351000
_cell_length_c   4.30397000
_cell_angle_alpha   99.60024000
_cell_angle_beta   90.00947000
_cell_angle_gamma   73.20059000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   C
_chemical_formula_sum   C8
_cell_volume   43.43405754
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  C  C0  1  0.73103615  0.37726147  0.86902819  1
  C  C1  1  0.48125209  -0.12274094  0.61900969  1
  C  C2  1  0.91932971  0.00225102  0.80668503  1
  C  C3  1  -0.01874791  0.87725906  0.11900969  1
  C  C4  1  0.41932971  0.00225102  0.30668503  1
  C  C5  1  0.16911377  0.50225343  1.05670353  1
  C  C6  1  0.66911377  0.50225343  0.55670353  1
  C  C7  1  0.23103615  0.37726147  0.36902819  1
",-154.54092375
